Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:52:54 SE Asia Standard Time;hoochmongrel;Hooch Mongrel;@donny_mchenry Take care of your mental health ??;0;0;0
2022-11-11 06:52:53 SE Asia Standard Time;moodeveryd4y;Moodeveryday;I give out mental health advice like I don't go crazy every night;0;0;0
2022-11-11 06:52:48 SE Asia Standard Time;pbaken1;Chris P Baken;"@Z27287 @chocolatereads @DrOtaku2 @tize4PF Another reason young people turn to weed for self medication; actual mental health care isn’t covered under many insurances(if they even have insurance) and many med costs to psychiatric care is prohibitively expensive.";1;0;2
2022-11-11 06:52:38 SE Asia Standard Time;descanoisfake;Steve Descano is not a progressive;Wow, “took the man into custody” means they arrested him, that puts serious strain on a person who’s obviously having a crisis, leading him to die  Why arrest someone having a mental health crisis instead of alternatives that could’ve calmed the situation better than FCPD?;5;0;2
2022-11-11 06:52:37 SE Asia Standard Time;susiehavyatt;Santa Trainor;@PollyMaeve I deleted Insta a couple years back (it wasn’t great for my mental health when I had a newborn and my life was not Insta ready) but starting to feel like it’s time to go back and just carefully manage my follows before it’s just the bots left here;1;0;1
2022-11-11 06:52:37 SE Asia Standard Time;nordidia;bean resistance (Jojo??);oh please end my mental health rn. go on. give me ur worst. i welcome it, i even DARE you  https://t.co/sMuepG9mzn;35;9;217
2022-11-11 06:52:36 SE Asia Standard Time;dajensen07;David Jensen??????????;@SpiroAgnewGhost Sure, this is a cage match in a mental health facility, but neither one of them care.;0;0;1
2022-11-11 06:52:34 SE Asia Standard Time;jonkessler20;jon kessler;"@JessicaValenti ""in Austria, 2nd-trimester abortions allowed only if there is a serious risk to the woman's life, physical health, mental health (that cannot be averted by other means); serious fetal impairment (physical, mental); if the woman is under 14 years of age.""  https://t.co/PPFmeU2e1S";0;0;0
2022-11-11 06:52:30 SE Asia Standard Time;victori04548956;Victoria W;@echo_sedai Getting your hair done professionally is a treat and definitely a mental health boost! That reminds me I need to get mine cut again...?????;1;0;2
2022-11-11 06:52:26 SE Asia Standard Time;smolteytos;Potatoast;He swam a river, and I sacrificed my mental health just for a measly 4hrs;0;0;0
2022-11-11 06:52:24 SE Asia Standard Time;rynje_;rien;A big part of today's mental health awareness is just about externalizing responsibility and shifting the blame into something that isn't real??;0;4;4
2022-11-11 06:52:22 SE Asia Standard Time;emofatherfigure;e;This whole feeling like the middle of the night before 6pm thing isn’t really doing it for my mental health lmaooo;0;0;0
2022-11-11 06:52:20 SE Asia Standard Time;itssinnamonroll;Na??;asli sih generasi skrg bukan melek mental health tapi emg lemah aja;1;0;0
2022-11-11 06:52:17 SE Asia Standard Time;cannixyau;Cannix Yau;Hong Kong New World Development CEO sets up personal foundation to help children with mental health issues, as Covid pandemic takes its toll on city’s young  https://t.co/0xDziQMwLa;0;0;1
2022-11-11 06:52:14 SE Asia Standard Time;demosthenes0000;??;@uvaair1 That's for nobody to discuss but her. She tells us her mental health. Not the other way.;1;0;0
2022-11-11 06:52:12 SE Asia Standard Time;oscarfreedman;Oscar Freedman;#narcissist #emotionalabuse #abuse #manipulation #toxic #mentalhealth #healing #trauma #truth #selflove #narcissiticparents #narcissisticmother #abusiveparents #parentalabuse #parentalalienation #selfesteem #selfcare #healingfromabuse;0;0;0
2022-11-11 06:52:09 SE Asia Standard Time;goodbyenostalg4;Sport;@DelusionPosting I'm sure that this won't have any effect on the child's mental health at all;0;0;0
2022-11-11 06:52:07 SE Asia Standard Time;namisnv;NAMI Southern Nevada;You can make a difference for mental health support in Southern Nevada. Donate to NAMI Southern Nevada this November 29 Together we give, together we can build a stronger community.    Donate here:  https://t.co/vedNhvj69G  #GivingTuesday #NAMISNV #fundraising  https://t.co/cuOaa7G1It;0;3;4
2022-11-11 06:51:51 SE Asia Standard Time;jotarocoochie;jojovirus super spreader ??;I can’t believe Saul Goodman is single handedly saving my mental health this week ?? you bastards really got me on the meow meow train;0;0;0
2022-11-11 06:51:50 SE Asia Standard Time;emithegrant;CellophaneKid;@PatBateman1987 My mental health unironically improved after I stopped playing Among Us.;0;0;2
2022-11-11 06:51:46 SE Asia Standard Time;yellowswanzzz;zentral;@nonbinfairy honestly yes, it’s been almost a yr since I’ve talked to my parents n even though my mental health isn’t 100% where I want it I’ve been able to discover things abt myself and be independent n also I feel so free lmao;0;0;1
2022-11-11 06:51:39 SE Asia Standard Time;keikotoma;Keiko (cake-o) Toma;"We can do better.""Cardiovascular disorders and psychiatric disorders are now equally responsible for maternal deaths in the UK"".  #maternity #patientsafety #mentalhealth #perinatalmentalhealth #healthequity #prevention #CVDPREVENT  https://t.co/Ddi424H60P";0;0;1
2022-11-11 06:51:39 SE Asia Standard Time;babe2xs;.;I was sharing my mental health story with someone and how my small business came about and I legit almost cried !;0;0;2
2022-11-11 06:51:36 SE Asia Standard Time;dadirty83;Me;@andyamiwrong @Mxxxlina @asmith906 @tize4PF And it's very tough once they reached high school and they think that no one fully supports not just their education but their well being, mental health and wants/needs. Very related to home situation. Single parent homes, both parents working, etc. Lots of factors. Not easy.;0;0;0
2022-11-11 06:51:32 SE Asia Standard Time;frankwroche;Bazalgette;@kgmongan @ReRead2021 @UKChange Should we suspend everyone referencing mental health inappropriately or just Streeting?  https://t.co/d2XRdAfIJC;1;0;0
2022-11-11 06:51:21 SE Asia Standard Time;terrycornick;Terry Cornick;???? 11th @MovemberAUS ????  #thingsmypsychologistsays #movember #menshealth #mentalhealth #psychology  https://t.co/zY24LYp4Ol;1;0;1
2022-11-11 06:51:16 SE Asia Standard Time;official_nypbs;NYC PIGGYBANKS;Police Exposures and the Health and Well-being of Black Youth in the US (2021)  In 29 studies that included 20k participants, police exposure was associated with health outcomes for Black youth, including adverse mental health, and impaired safety.   https://t.co/Du5nf4BQfa  https://t.co/3Iwdbi5fcm;0;0;1
2022-11-11 06:51:13 SE Asia Standard Time;nobiliroccia;RocciaNobili;I' m already a quite anxious person normale, this whole recent Twitter situation is being real bad for my mental health, ngl.  It' s a site that I use for work, friendship, knowledge, and being in contact with people. Leaving all of this behind is frightening.;1;0;16
2022-11-11 06:51:10 SE Asia Standard Time;possiblysaid;??;@orbsom But those symptoms vary alot tho so even that in itself is kinda hard. Mental health is a concept which we’ll never really get the grasp of in its full capacity i feel;1;0;0
2022-11-11 06:51:10 SE Asia Standard Time;debbi_cakes;Debbie ????;"@whys0blu3 Mind you... She did that to everyone who checked her. Dr. Pia called her out, and all of a sudden it was ""this conversation is not good for my mental health."" Pastor Cal did at the reunion and she said, ""I thought we were friends!"" She does not like being held accountable.";1;0;2
2022-11-11 06:51:10 SE Asia Standard Time;whoodat122;whoodat;@acoyne Two word: mental health I guess the mental health wave is not as important.;0;0;0
2022-11-11 06:51:08 SE Asia Standard Time;barbaridhi;Barbara Ridhiwani;"@micheal_olainn @guardian And hence it reduces the workforce so there are fewer people to care for our elderly and our children which in turn reduces the workforce yet further because parents &amp; family carers have to stay home sometimes risking their mental health due to lack of a break.";1;1;1
2022-11-11 06:51:04 SE Asia Standard Time;ikaren312_;Karen L;"@Busara7_TThugs @lucasdiaz1240 @blubrymffns @EvKr__ @Kurrco @kanyewest If you had a bestie who was crashing and burning sue to a mental health issue &amp; no amount of talking was getting through — you too might say words that you wouldn’t be proud of (while trying to get bestie to seek help)";1;0;0
2022-11-11 06:51:02 SE Asia Standard Time;ryanisms;Ryan Hawley;@originalJavaJoe This is a tough one.I'm overstepping and assuming, but how's their mental health?  Back in my dark days, I always felt the state of my room was a reflection of my mind or feelings. Everytime I finally found the energy to clean and organize, it was such a great feeling.;1;0;3
2022-11-11 06:51:00 SE Asia Standard Time;nightmareiiish;kay ??????;@PeterLakeMi550 @_samanthalux AND mental health is treated poorly… like hello, she should be in a mental health ward and where her gender shouldn’t matter… instead recovery;0;0;1
2022-11-11 06:50:53 SE Asia Standard Time;silv113r;Silver;@OctoOW maybe the last sentence, but if I was in the position he describes then I would likely be depressed too. I couldn't imagine the feeling of hopelessness I would feel if I lived like that. but I do believe that everybody is in control of both their physical and mental health.;2;0;0
2022-11-11 06:50:49 SE Asia Standard Time;gkr__;GKR;@PeterMoskos Off the top, I've never seen you talk about how to expedite the legal process, or how it's sluggishness is used to coerce pleas.  I've never seen you talk about police reforms/mental health units.  Or alternatives to incarceration/rehab programs;1;0;0
2022-11-11 06:50:48 SE Asia Standard Time;deenaal_xyz;Deena Al;@RyanSAdams Building a mental health realm.   See you on the other side. ??;0;0;0
2022-11-11 06:50:48 SE Asia Standard Time;residualshanty;C-S.K_69 ??;These mental health apps. They want us to be weak so bad.;0;0;0
2022-11-11 06:50:46 SE Asia Standard Time;sussygothboy;Dark??;Mental health is no fuckin joke;0;0;0
2022-11-11 06:50:33 SE Asia Standard Time;delicious_elbow;Faggot Isidro;@_MaAkuMa_ ig? idk, it's not really a huge loss for me haha and also better for my mental health I guess;0;0;2
2022-11-11 06:50:33 SE Asia Standard Time;jobsboils;Peter Principle;@Popehat Ben Garrison makes them ALL look like posters for modern mental health.;0;0;1
2022-11-11 06:50:20 SE Asia Standard Time;kuromikoo__;P? dazailovebot;if you cherish your mental health dont do it dont read the manga ??;0;0;1
2022-11-11 06:50:16 SE Asia Standard Time;asadkhansurat;Asad khan;‘Self-therapy’ startups are blooming in the ‘moderate mental health’ space  : #a #asadhere    Mental health problems — and the tech products which...  https://t.co/9WnmRfZiSP;0;0;0
2022-11-11 06:50:15 SE Asia Standard Time;kkorncob;BobbyKRoberts;Sounds good for the kids mental health- looking at YOU parents.;0;0;0
2022-11-11 06:50:14 SE Asia Standard Time;rz_jags;Lejon Brames;@ladiosamorenaa @yeezyluciano Feels like you're acknowledging it's disgusting by bringing up the trauma and mental health aspect. You just don't like how that label feels. Not judging you btw;1;0;0
2022-11-11 06:50:12 SE Asia Standard Time;drseanmullen;Dr. Sean Mullen;@Rachel_Hoopsick @Erin_A_Kaufman @mjsilver19 @KDNyhan @laharvell @DrvanTilburg @LivveyKirtley @wassim_elsayed7 I’ve always found it ridiculous... as if omitting a question absolves one of the responsibility to provide resources to mental health services. And removing one item from validated scales doesn’t necessarily reduce likelihood that depression symptomology won’t be uncovered.;1;0;2
2022-11-11 06:50:07 SE Asia Standard Time;melindareneel;MEME?;"WELL WELL WELL, ""MEDICATION OVER LEXAPRO"" RESEARCH HAS PROVEN MY POINT #MINDFUL MEDITATION DOES WORK FOR ""ANXIETY"" I THINK I NEED TO BE PAID FOR MY DISTRESS THINGS I DID FOR MY MENTAL HEALTH RESEARCHERS GETTING ALL THE CREDIT FOR WELL KUDDOS TO RESEARCHERS GLAD I COULD  HELP.";0;0;0
2022-11-11 06:50:04 SE Asia Standard Time;newspressnow;News-Press NOW;Tune in at 6 p.m. for a special report about mental health care disparities in Missouri. Click the link for the newscast livestream.  https://t.co/5pINahTnPx;0;0;1
2022-11-11 06:50:00 SE Asia Standard Time;wowt6news;6 News WOWT;The Annapolis, Md., couple and their attorneys described the defendants’ struggles with mental health issues and alcohol and said they were anxious about the nation’s political climate when they sold secrets in exchange for $100,000 in cryptocurrency.    https://t.co/gkuabVzfRY;0;0;1
2022-11-11 06:49:59 SE Asia Standard Time;officerapids;Office Evolution Cedar Rapids;"""Studies have shown that working in isolation can negatively impact work-related stress and mental health issues...Coworking spaces offer the right solution for companies and remote workers who find it hard to make connections and interactions.""  https://t.co/8LOYCy8MBR";0;0;1
2022-11-11 06:49:44 SE Asia Standard Time;tierrad09775265;Lauren;@BigQadi Some of y’all who replied missed the point completely. If y’all are friends then why are you assuming that your friend is mad at you?? Dissociating from the world is necessary for mental health sometimes. It’s not about you.;4;60;1089
2022-11-11 06:49:42 SE Asia Standard Time;dazzlemac;Mac Dazzle;@Fox_Claire I’ll give it an hour before they trot out the ‘MENTAL HEALTH’ excuse.;0;0;2
2022-11-11 06:49:39 SE Asia Standard Time;lorelaro;estek AKA il laro;@RightWingCope even if its a meme, opinion time: 1. we can avoid unwanted pregnancy and saving babies from uncapable parents? let the women decide. 2. wut? 3. disagree, just because any drug and addictive substances are bad for mental health since it creates dependency.;2;0;1
